date,symbol,label,num_markets_totals,num_markets_exch,num_markets_exch_sub,num_markets_category,num_markets_hip3,delta_num_markets_totals,delta_num_markets_exch,delta_num_markets_exch_sub,delta_num_markets_category,delta_num_markets_hip3,rn_totals,rn_exch,rn_exch_sub,rn_category,rn_hip3,cv_totals,cv_exch,cv_exch_sub,cv_category,cv_hip3
2024-03-31,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-31,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-31,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-31,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-31,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-31,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-31,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-31,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-31,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-31,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-30,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-30,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-30,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-30,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-30,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-30,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-30,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-30,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-30,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-30,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-29,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-29,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-29,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-29,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-29,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-29,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-29,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-29,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-29,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-29,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-28,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-28,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-28,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-28,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-28,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-28,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-28,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-28,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-28,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-28,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-27,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-27,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-27,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-27,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-27,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-27,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-27,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-27,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-27,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-27,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-26,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-26,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-26,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-26,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-26,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-26,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-26,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-26,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-26,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-26,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-25,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-25,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-25,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-25,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-25,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-25,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-25,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-25,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-25,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-25,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-24,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-24,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-24,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-24,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-24,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-24,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-24,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-24,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-24,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-24,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-23,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-23,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-23,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-23,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-23,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-23,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-23,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-23,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-23,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-23,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-22,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-22,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-22,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-22,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-22,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-22,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-22,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-22,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-22,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-22,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-21,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-21,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-21,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-21,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-21,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-21,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-21,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-21,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-21,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-21,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-20,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-20,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-20,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-20,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-20,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-20,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-20,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-20,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-20,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-20,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-19,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-19,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-19,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-19,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-19,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-19,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-19,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-19,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-19,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-19,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-18,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-18,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-18,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-18,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-18,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-18,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-18,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-18,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-18,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-18,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-17,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-17,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-17,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-17,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-17,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-17,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-17,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-17,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-17,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-17,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-16,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-16,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-16,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-16,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-16,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-16,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-16,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-16,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-16,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-16,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-15,Total,,33.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-15,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,,
2024-03-15,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-15,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-15,_Drift,Drift,,,28.0,,,,,0.0,,,,,,,,,,,,
2024-03-15,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-15,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-15,Crypto,,,,,29.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-15,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-15,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-14,Total,,33.0,,,,,1.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-14,Drift,,,28.0,,,,,1.0,,,,,,,,,,,,,
2024-03-14,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-14,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-14,_Drift,Drift,,,28.0,,,,,1.0,,,,,,,,,,,,
2024-03-14,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-14,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-14,Crypto,,,,,29.0,,,,,1.0,,,,,1.0,,,,,#545cf8,
2024-03-14,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-14,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-13,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-13,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-13,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-13,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-13,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-13,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-13,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-13,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-13,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-13,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-12,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-12,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-12,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-12,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-12,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-12,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-12,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-12,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-12,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-12,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-11,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-11,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-11,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-11,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-11,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-11,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-11,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-11,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-11,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-11,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-10,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-10,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-10,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-10,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-10,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-10,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-10,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-10,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-10,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-10,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-09,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-09,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-09,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-09,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-09,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-09,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-09,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-09,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-09,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-09,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-08,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-08,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-08,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-08,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-08,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-08,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-08,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-08,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-08,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-08,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-07,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-07,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-07,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-07,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-07,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-07,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-07,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-07,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-07,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-07,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-06,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-06,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-06,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-06,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-06,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-06,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-06,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-06,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-06,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-06,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-05,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-05,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-05,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-05,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-05,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-05,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-05,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-05,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-05,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-05,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-04,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-04,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-04,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-04,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-04,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-04,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-04,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-04,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-04,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-04,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-03,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-03,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-03,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-03,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2024-03-03,_Drift,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,
2024-03-03,_Flash Trade,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2024-03-03,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2024-03-03,Crypto,,,,,28.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2024-03-03,Commodity,,,,,2.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2024-03-03,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2024-03-02,Total,,32.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2024-03-02,Drift,,,27.0,,,,,0.0,,,,,,,,,,,,,
2024-03-02,Flash Trade,,,11.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2024-03-02,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
